"Province","District","Ranked Choices","Votes"
"Newfoundland and Labrador","Random--Burin--St. George's","Green > Liberal > NDP > Conservative","68
"Newfoundland and Labrador","Random--Burin--St. George's","Green > Conservative > Liberal > NDP","20
"Newfoundland and Labrador","Random--Burin--St. George's","Green > Conservative > NDP > Liberal","29
"Newfoundland and Labrador","Random--Burin--St. George's","Green > NDP > Liberal > Conservative","134
"Newfoundland and Labrador","Random--Burin--St. George's","Green > NDP > Conservative > Liberal","42
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Conservative > Liberal > Green","3345
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Conservative > Green > Liberal","1925
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Liberal > Conservative > Green","8218
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Liberal > Green > Conservative","8519
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Green > Conservative > Liberal","3521
"Newfoundland and Labrador","St. John's East/St. John's-Est","NDP > Green > Liberal > Conservative","5860
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > NDP > Liberal > Green","2836
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > NDP > Green > Liberal","1590
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > Liberal > NDP > Green","2485
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > Liberal > Green > NDP","544
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > Green > NDP > Liberal","1188
"Newfoundland and Labrador","St. John's East/St. John's-Est","Conservative > Green > Liberal > NDP","555
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > NDP > Conservative > Green","759
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > NDP > Green > Conservative","1352
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > Conservative > NDP > Green","320
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > Conservative > Green > NDP","126
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > Green > NDP > Conservative","361
"Newfoundland and Labrador","St. John's East/St. John's-Est","Liberal > Green > Conservative > NDP","101
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > NDP > Conservative > Liberal","64
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > NDP > Liberal > Conservative","203
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > Conservative > NDP > Liberal","45
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > Conservative > Liberal > NDP","30
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > Liberal > NDP > Conservative","103
"Newfoundland and Labrador","St. John's East/St. John's-Est","Green > Liberal > Conservative > NDP","22
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Liberal > Conservative > Green","4891
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Liberal > Green > Conservative","5070
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Conservative > Liberal > Green","1990
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Conservative > Green > Liberal","1146
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Green > Liberal > Conservative","3487
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","NDP > Green > Conservative > Liberal","2096
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > NDP > Conservative > Green","2800
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > NDP > Green > Conservative","4983
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > Conservative > NDP > Green","1179
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > Conservative > Green > NDP","464
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > Green > NDP > Conservative","1330
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Liberal > Green > Conservative > NDP","373
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > NDP > Liberal > Green","2740
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > NDP > Green > Liberal","1535
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > Liberal > NDP > Green","2400
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > Liberal > Green > NDP","525
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > Green > NDP > Liberal","1147
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Conservative > Green > Liberal > NDP","536
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > NDP > Liberal > Conservative","126
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > NDP > Conservative > Liberal","40
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > Liberal > NDP > Conservative","64
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > Liberal > Conservative > NDP","14
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > Conservative > NDP > Liberal","28
"Newfoundland and Labrador","St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl","Green > Conservative > Liberal > NDP","19
"Prince Edward Island","Cardigan","Liberal > Conservative > NDP > Green","1111
"Prince Edward Island","Cardigan","Liberal > Conservative > Green > NDP","437
"Prince Edward Island","Cardigan","Liberal > NDP > Conservative > Green","2638
"Prince Edward Island","Cardigan","Liberal > NDP > Green > Conservative","4695
"Prince Edward Island","Cardigan","Liberal > Green > Conservative > NDP","352
"Prince Edward Island","Cardigan","Liberal > Green > NDP > Conservative","1253
"Prince Edward Island","Cardigan","Conservative > Liberal > NDP > Green","2190
"Prince Edward Island","Cardigan","Conservative > Liberal > Green > NDP","479
"Prince Edward Island","Cardigan","Conservative > NDP > Liberal > Green","2500
"Prince Edward Island","Cardigan","Conservative > NDP > Green > Liberal","1401
"Prince Edward Island","Cardigan","Conservative > Green > Liberal > NDP","489
"Prince Edward Island","Cardigan","Conservative > Green > NDP > Liberal","1047
"Prince Edward Island","Cardigan","NDP > Liberal > Conservative > Green","567
"Prince Edward Island","Cardigan","NDP > Liberal > Green > Conservative","587
"Prince Edward Island","Cardigan","NDP > Conservative > Liberal > Green","230
"Prince Edward Island","Cardigan","NDP > Conservative > Green > Liberal","133
"Prince Edward Island","Cardigan","NDP > Green > Liberal > Conservative","404
"Prince Edward Island","Cardigan","NDP > Green > Conservative > Liberal","243
"Prince Edward Island","Cardigan","Green > Liberal > Conservative > NDP","17
"Prince Edward Island","Cardigan","Green > Liberal > NDP > Conservative","83
"Prince Edward Island","Cardigan","Green > Conservative > Liberal > NDP","24
"Prince Edward Island","Cardigan","Green > Conservative > NDP > Liberal","36
"Prince Edward Island","Cardigan","Green > NDP > Liberal > Conservative","162
"Prince Edward Island","Cardigan","Green > NDP > Conservative > Liberal","51
"Prince Edward Island","Charlottetown","Liberal > Conservative > NDP > Green > Other","654
"Prince Edward Island","Charlottetown","Liberal > Conservative > NDP > Other > Green","50
"Prince Edward Island","Charlottetown","Liberal > Conservative > Green > NDP > Other","258
"Prince Edward Island","Charlottetown","Liberal > Conservative > Green > Other > NDP","19
"Prince Edward Island","Charlottetown","Liberal > Conservative > Other > NDP > Green","47
"Prince Edward Island","Charlottetown","Liberal > Conservative > Other > Green > NDP","33
"Prince Edward Island","Charlottetown","Liberal > NDP > Conservative > Green > Other","1338
"Prince Edward Island","Charlottetown","Liberal > NDP > Conservative > Other > Green","386
"Prince Edward Island","Charlottetown","Liberal > NDP > Green > Conservative > Other","2431
"Prince Edward Island","Charlottetown","Liberal > NDP > Green > Other > Conservative","638
"Prince Edward Island","Charlottetown","Liberal > NDP > Other > Conservative > Green","127
"Prince Edward Island","Charlottetown","Liberal > NDP > Other > Green > Conservative","109
"Prince Edward Island","Charlottetown","Liberal > Green > Conservative > NDP > Other","205
"Prince Edward Island","Charlottetown","Liberal > Green > Conservative > Other > NDP","23
"Prince Edward Island","Charlottetown","Liberal > Green > NDP > Conservative > Other","715
"Prince Edward Island","Charlottetown","Liberal > Green > NDP > Other > Conservative","98
"Prince Edward Island","Charlottetown","Liberal > Green > Other > Conservative > NDP","27
"Prince Edward Island","Charlottetown","Liberal > Green > Other > NDP > Conservative","33
"Prince Edward Island","Charlottetown","Liberal > Other > Conservative > NDP > Green","23
"Prince Edward Island","Charlottetown","Liberal > Other > Conservative > Green > NDP","9
"Prince Edward Island","Charlottetown","Liberal > Other > NDP > Conservative > Green","15
"Prince Edward Island","Charlottetown","Liberal > Other > NDP > Green > Conservative","26
"Prince Edward Island","Charlottetown","Liberal > Other > Green > Conservative > NDP","6
"Prince Edward Island","Charlottetown","Liberal > Other > Green > NDP > Conservative","22
"Prince Edward Island","Charlottetown","Conservative > Liberal > NDP > Green > Other","1413
"Prince Edward Island","Charlottetown","Conservative > Liberal > NDP > Other > Green","109
"Prince Edward Island","Charlottetown","Conservative > Liberal > Green > NDP > Other","310
"Prince Edward Island","Charlottetown","Conservative > Liberal > Green > Other > NDP","23
"Prince Edward Island","Charlottetown","Conservative > Liberal > Other > NDP > Green","18
"Prince Edward Island","Charlottetown","Conservative > Liberal > Other > Green > NDP","13
"Prince Edward Island","Charlottetown","Conservative > NDP > Liberal > Green > Other","1574
"Prince Edward Island","Charlottetown","Conservative > NDP > Liberal > Other > Green","145
"Prince Edward Island","Charlottetown","Conservative > NDP > Green > Liberal > Other","832
"Prince Edward Island","Charlottetown","Conservative > NDP > Green > Other > Liberal","131
"Prince Edward Island","Charlottetown","Conservative > NDP > Other > Liberal > Green","26
"Prince Edward Island","Charlottetown","Conservative > NDP > Other > Green > Liberal","48
"Prince Edward Island","Charlottetown","Conservative > Green > Liberal > NDP > Other","323
"Prince Edward Island","Charlottetown","Conservative > Green > Liberal > Other > NDP","6
"Prince Edward Island","Charlottetown","Conservative > Green > NDP > Liberal > Other","675
"Prince Edward Island","Charlottetown","Conservative > Green > NDP > Other > Liberal","29
"Prince Edward Island","Charlottetown","Conservative > Green > Other > Liberal > NDP","14
"Prince Edward Island","Charlottetown","Conservative > Green > Other > NDP > Liberal","38
"Prince Edward Island","Charlottetown","Conservative > Other > Liberal > NDP > Green","47
"Prince Edward Island","Charlottetown","Conservative > Other > Liberal > Green > NDP","10
"Prince Edward Island","Charlottetown","Conservative > Other > NDP > Liberal > Green","97
"Prince Edward Island","Charlottetown","Conservative > Other > NDP > Green > Liberal","54
"Prince Edward Island","Charlottetown","Conservative > Other > Green > Liberal > NDP","33
"Prince Edward Island","Charlottetown","Conservative > Other > Green > NDP > Liberal","71
"Prince Edward Island","Charlottetown","NDP > Liberal > Conservative > Green > Other","878
"Prince Edward Island","Charlottetown","NDP > Liberal > Conservative > Other > Green","254
"Prince Edward Island","Charlottetown","NDP > Liberal > Green > Conservative > Other","930
"Prince Edward Island","Charlottetown","NDP > Liberal > Green > Other > Conservative","244
"Prince Edward Island","Charlottetown","NDP > Liberal > Other > Conservative > Green","58
"Prince Edward Island","Charlottetown","NDP > Liberal > Other > Green > Conservative","50
"Prince Edward Island","Charlottetown","NDP > Conservative > Liberal > Green > Other","399
"Prince Edward Island","Charlottetown","NDP > Conservative > Liberal > Other > Green","37
"Prince Edward Island","Charlottetown","NDP > Conservative > Green > Liberal > Other","217
"Prince Edward Island","Charlottetown","NDP > Conservative > Green > Other > Liberal","34
"Prince Edward Island","Charlottetown","NDP > Conservative > Other > Liberal > Green","26
"Prince Edward Island","Charlottetown","NDP > Conservative > Other > Green > Liberal","47
"Prince Edward Island","Charlottetown","NDP > Green > Liberal > Conservative > Other","702
"Prince Edward Island","Charlottetown","NDP > Green > Liberal > Other > Conservative","67
"Prince Edward Island","Charlottetown","NDP > Green > Conservative > Liberal > Other","396
"Prince Edward Island","Charlottetown","NDP > Green > Conservative > Other > Liberal","66
"Prince Edward Island","Charlottetown","NDP > Green > Other > Liberal > Conservative","39
"Prince Edward Island","Charlottetown","NDP > Green > Other > Conservative > Liberal","82
"Prince Edward Island","Charlottetown","NDP > Other > Liberal > Conservative > Green","10
"Prince Edward Island","Charlottetown","NDP > Other > Liberal > Green > Conservative","11
"Prince Edward Island","Charlottetown","NDP > Other > Conservative > Liberal > Green","29
"Prince Edward Island","Charlottetown","NDP > Other > Conservative > Green > Liberal","16
"Prince Edward Island","Charlottetown","NDP > Other > Green > Liberal > Conservative","24
"Prince Edward Island","Charlottetown","NDP > Other > Green > Conservative > Liberal","14
"Prince Edward Island","Charlottetown","Green > Liberal > Conservative > NDP > Other","16
"Prince Edward Island","Charlottetown","Green > Liberal > Conservative > Other > NDP","2
"Prince Edward Island","Charlottetown","Green > Liberal > NDP > Conservative > Other","77
"Prince Edward Island","Charlottetown","Green > Liberal > NDP > Other > Conservative","10
"Prince Edward Island","Charlottetown","Green > Liberal > Other > Conservative > NDP","1
